file 'bs4ZB.out'; 9 or 999.9999 indicates missing data.
label
ewg       w         rp        v         sd        run       gl        pgk     
cg        gpdh      ninaC     glt       prd       mhc       ddc       duc    
eve       sli       plu       egfr      twi       zip       lsp       ve    
acr       dbi       h         cyc       fz        eip       tra       rdg    
ht        ant       ninaE     fas       mst       odh       tub       hb    
rox       ald       mlc       jan       efi                                   
pc1       adjpc1    area      areat     tibia
BS04-2 2 2 2 2 2 2 0 0 0 0 0 1 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0   0.01355   0.13538   0.00857   0.01989   0.43100
BS04-3 2 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1   0.00533   0.09770   0.00702   0.01614   0.43500
BS04-4 2 2 2 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0   0.00609   0.13118   0.00685   0.01588   0.43100
BS04-5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1   0.02288   0.17791   0.01100   0.02495   0.44100
BS05-1 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1   0.01310   0.13114   0.00853   0.01830   0.46600
BS05-2 0 0 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0   0.01117   0.12477   0.00807   0.01900   0.42500
BS05-3 2 2 2 2 2 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1   0.01142   0.15130   0.00801   0.01777   0.45100
BS05-5 2 2 2 2 2 2 1 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0   0.01306   0.15840   0.00821   0.01861   0.44100
BS06-1 2 2 2 0 0 0 1 1 1 1 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0   0.01132   0.15475   0.00801   0.01817   0.44100
BS06-2 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1   0.01669   0.16791   0.00918   0.02076   0.44200
BS06-3 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1   0.01555   0.15043   0.00905   0.01930   0.46900
BS06-4 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0   0.01948   0.18003   0.01008   0.02241   0.45000
BS06-5 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 1 1   0.01795   0.15622   0.00956   0.02097   0.45600
BS07-1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1   0.01312   0.13557   0.00861   0.02035   0.42300
BS07-2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0   0.00710   0.11223   0.00705   0.01560   0.45200
BS07-3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1   0.01773   0.16047   0.00979   0.02251   0.43500
BS07-4 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0   0.01680   0.16648   0.00916   0.02077   0.44100
BS07-5 0 0 2 2 2 2 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.00418   0.00796   0.00516   0.01186   0.43500
BS08-1 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1   0.00629   0.08739   0.00726   0.01568   0.46300
BS08-2 0 0 0 0 0 0 0 0 1 1 0 1 1 1 1 1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0   0.02002   0.18107   0.01010   0.02315   0.43600
BS08-3 2 2 2 2 2 2 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1   0.01864   0.14818   0.00984   0.02186   0.45000
BS08-4 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1   0.01498   0.12243   0.00897   0.02007   0.44700
BS08-5 2 2 2 2 2 2 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1   0.01555   0.16392   0.00889   0.02026   0.43900
BS09-1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0   0.01297   0.15817   0.00847   0.01878   0.45100
BS09-2 0 2 2 2 2 2 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1   0.00970   0.13157   0.00758   0.01693   0.44800
BS09-3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1   0.02004   0.17354   0.01006   0.02328   0.43200
BS09-4 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1   0.01648   0.15288   0.00918   0.02018   0.45500
BS09-5 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0   0.02252   0.18364   0.01069   0.02463   0.43400
BS10-1 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0   0.01945   0.17380   0.00970   0.02189   0.44300
BS10-2 2 2 2 2 2 2 1 0 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 1 9   0.00731   0.10597   0.00732   0.01635   0.44800
BS10-3 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 1 1   0.01728   0.17372   0.00943   0.02168   0.43500
BS10-4 2 2 2 2 2 2 0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0   0.01899   0.18017   0.00966   0.02277   0.42400
BS10-5 0 0 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1   0.01069   0.13021   0.00801   0.01837   0.43600
BS11-2 0 0 0 0 0 2 0 0 0 0 0 1 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0   0.02150   0.17224   0.01054   0.02469   0.42700
BS11-4 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1   0.00957   0.10978   0.00776   0.01813   0.42800
BS11-5 2 2 2 2 2 2 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0   0.01335   0.14490   0.00842   0.01932   0.43600
BS12-1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1 1   0.02156   0.17583   0.01020   0.02277   0.44800
BS12-2 2 2 2 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0   0.00540   0.09178   0.00677   0.01510   0.44800
BS12-3 0 0 0 0 0 2 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1   0.01566   0.15189   0.00913   0.02184   0.41800
BS12-4 0 0 0 0 2 2 0 0 0 0 9 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1   0.01306   0.14753   0.00852   0.01969   0.43300
BS12-5 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 9 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1   0.00091   0.02710   0.00617   0.01374   0.44900
BS13-1 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1  -0.00272   0.02334   0.00539   0.01223   0.44100
BS13-2 0 0 2 2 2 0 0 0 0 0 0 0 0 9 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1   0.01077   0.13805   0.00789   0.01776   0.44400
BS13-3 2 2 2 2 2 2 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.00018   0.06018   0.00577   0.01298   0.44400
BS13-4 0 0 0 0 0 2 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 0 0   0.02090   0.16887   0.01040   0.02327   0.44700
BS13-5 0 2 2 2 9 2 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1   0.00798   0.13111   0.00733   0.01783   0.41100
BS14-1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0   0.02062   0.20077   0.01002   0.02282   0.43900
BS14-2 2 2 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1   0.01131   0.10509   0.00830   0.01925   0.43100
BS14-3 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1   0.00722   0.09036   0.00744   0.01714   0.43400
BS14-5 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1   0.00645   0.08091   0.00722   0.01633   0.44200
BS15-2 2 2 2 2 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 1 1 1   0.00308   0.10839   0.00619   0.01369   0.45200
BS15-3 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0   0.02237   0.17619   0.01084   0.02503   0.43300
BS15-4 2 2 2 2 0 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0   0.00855   0.10138   0.00760   0.01715   0.44300
BS15-5 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0   0.01372   0.14886   0.00852   0.01949   0.43700
BS16-1 0 0 0 2 2 0 1 1 9 1 1 1 1 1 1 1 0 0 9 1 1 9 0 0 0 1 1 0 1 1 1 1 1 0 0 0 0 1 1 0 1 1 9 1 1   0.01080   0.10441   0.00813   0.01831   0.44400
BS16-2 2 2 2 2 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1   0.00093   0.06219   0.00601   0.01315   0.45700
BS16-3 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1   0.01034   0.12971   0.00791   0.01826   0.43300
BS16-4 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0   0.02062   0.18458   0.00997   0.02220   0.44900
BS16-5 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0   0.02132   0.19126   0.01036   0.02450   0.42300
BS17-1 2 2 2 0 0 2 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0   0.01854   0.15571   0.00986   0.02177   0.45300
BS17-2 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1   0.01400   0.15065   0.00910   0.02040   0.44600
BS17-3 2 2 2 2 2 2 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1   0.00905   0.12424   0.00757   0.01811   0.41800
BS17-4 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0   0.00160   0.08737   0.00614   0.01342   0.45800
BS17-5 9 2 2 2 9 2 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 9 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.00311   0.00112   0.00547   0.01207   0.45300
BS18-1 2 2 2 0 0 0 1 1 1 1 9 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 9 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1   0.00474   0.10514   0.00688   0.01592   0.43200
BS18-2 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0   0.01061   0.12852   0.00818   0.01911   0.42800
BS18-3 2 2 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.00293   0.00934   0.00543   0.01251   0.43400
BS18-4 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 9 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 1 1   0.01212   0.14371   0.00824   0.01876   0.43900
BS18-5 2 2 2 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.00075   0.04636   0.00576   0.01271   0.45300
BS19-1 0 0 0 2 2 2 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0   0.01790   0.17839   0.00924   0.02081   0.44400
BS19-2 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0   0.01024   0.12340   0.00776   0.01808   0.42900
BS19-3 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1   0.02369   0.19292   0.01093   0.02738   0.39900
BS19-4 2 2 2 2 2 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.00380  -0.01203   0.00521   0.01142   0.45600
BS19-5 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0   0.01923   0.18670   0.00971   0.02369   0.41000
BS20-1 2 2 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0   0.01900   0.15787   0.00991   0.02262   0.43800
BS20-2 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1   0.01114   0.13725   0.00809   0.01806   0.44800
BS20-3 2 2 2 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.00170  -0.00709   0.00570   0.01241   0.45900
BS20-4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1   0.01012   0.14083   0.00775   0.01824   0.42500
BS20-5 2 2 2 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1   0.00656   0.14592   0.00696   0.01641   0.42400
BS21-1 2 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0   0.01707   0.17229   0.00923   0.02046   0.45100
BS21-2 2 2 2 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0   0.01223   0.12858   0.00831   0.01911   0.43500
BS21-3 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1   0.01308   0.14128   0.00861   0.01926   0.44700
BS21-4 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 9 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0   0.02174   0.16092   0.01051   0.02388   0.44000
BS21-5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0   0.01320   0.13246   0.00868   0.01955   0.44400
BS22-1 2 2 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0   0.01327   0.12704   0.00851   0.01922   0.44300
BS22-2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1   0.02036   0.16051   0.01040   0.02465   0.42200
BS22-3 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 9 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1   0.01022   0.13119   0.00793   0.01875   0.42300
BS22-4 0 0 0 0 2 0 0 0 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1   0.02134   0.15969   0.01071   0.02333   0.45900
BS22-5 0 2 2 2 2 2 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0   0.00338   0.04282   0.00653   0.01330   0.49100
BS23-1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0   0.02603   0.19274   0.01169   0.02724   0.42900
BS23-2 2 2 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0   0.00575   0.09138   0.00693   0.01572   0.44100
BS23-3 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0   0.01060   0.11116   0.00810   0.01849   0.43800
BS23-4 2 2 2 2 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1   0.00604   0.07329   0.00717   0.01604   0.44700
BS23-5 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0   0.00821   0.10118   0.00780   0.01844   0.42300
BS24-1 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1   0.00590   0.08119   0.00726   0.01605   0.45200
BS24-2 2 2 2 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1   0.00962   0.11234   0.00785   0.01788   0.43900
